ID,NAME,IS_SUPERHOST,CREATED_AT,UPDATED_AT,dbt_scd_id,dbt_updated_at,dbt_valid_from,dbt_valid_to
1581,Annette,f,2014-01-05 16:12:45,1980-01-01 00:00:00,6b13ad247dfabc69e744fcfeda34b013,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
2164,Lulah,t,2013-07-31 23:29:31,1980-01-01 00:00:00,722cb495a84cca2a3a5c01c60bca486c,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
2217,Ion,t,2017-10-17 05:20:28,1980-01-01 00:00:00,3a8d71a576b946a9723ad254c8cc42d1,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
3718,Britta,f,2009-06-05 21:34:42,1980-01-01 00:00:00,819cbe94700a04b378eea324f5ded7d8,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
11622,Maria,f,2021-10-24 02:42:09,1980-01-01 00:00:00,5d79fab065d62109a76f8f4790ceb263,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
12360,Michael,t,2017-08-27 12:08:43,1980-01-01 00:00:00,b68aa47ff9bb83f7d06fc4c890a1654b,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
12424,Mariana,f,2021-11-08 17:27:31,1980-01-01 00:00:00,7a9675e68bddf7a8512f164aa8cdd55a,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
15115,Christian,f,2015-01-03 17:53:53,1980-01-01 00:00:00,999648919e79ddd2905dc9c49849ab7f,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
17391,BrightRoom,t,2009-08-12 12:30:30,1980-01-01 00:00:00,df4d62c47b6b8b2b92b6d5f0eb187e4c,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
22901,Hannes,f,2013-07-06 11:09:47,1980-01-01 00:00:00,bd17ea84b130cf921e1ac73b1137cbc2,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
32299,Simon,f,2021-11-15 21:27:50,1980-01-01 00:00:00,a5a720ee5989864b3c44aec21b71cd73,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
32918,Patricia,f,2017-02-28 21:08:27,1980-01-01 00:00:00,187ad318b89f6217fa2854b160da52f1,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
33355,Doug,f,2013-05-30 16:36:37,1980-01-01 00:00:00,f87e0579f60faa93f28e2faa9e9213a3,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
33852,Philipp,f,2015-07-30 05:08:52,1980-01-01 00:00:00,1b5a81624eb7083029eab4f065adae5b,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
35103,Kamal,f,2017-12-04 04:25:58,1980-01-01 00:00:00,ec5d608e2bc6b3616c5e8e7d1028045c,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
48159,Tracey,f,2019-06-04 22:26:33,1980-01-01 00:00:00,924c736310d9a2900c51ea49c1e06263,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
54283,Marine,t,2010-09-27 10:29:48,1980-01-01 00:00:00,48525984db412f1d43c81420327331ec,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
55531,Chris + Oliver,t,2010-06-15 19:56:01,1980-01-01 00:00:00,7773b4a71f9886b720a785bfc0e383bb,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
60495,Inga,f,2021-10-29 07:55:08,1980-01-01 00:00:00,ace42f906e306d4deb62cc679221b60e,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
64696,Rene,f,2010-05-30 12:11:33,1980-01-01 00:00:00,fd29fe313d4cade608062e038843a36f,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
68997,Matthias,f,2010-02-08 17:23:48,1980-01-01 00:00:00,e0ea294807e4f805e96ef306b0e4a4f9,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
71331,Marc,f,2012-09-24 21:03:01,1980-01-01 00:00:00,49d1aa362d0872d3eb2f10a9de4ef220,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
71913,Jennifer,f,2014-12-02 17:39:03,1980-01-01 00:00:00,6121db6c23d0f15c0a3c2fb75e7c9d89,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
73158,Mina,f,2017-12-23 07:04:54,1980-01-01 00:00:00,da6d0d308da00ac7886624a3252499bd,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
84157,Emanuela,f,2015-12-05 14:55:58,1980-01-01 00:00:00,64fc55a71044b6fd83cb87ac65162eaf,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
86159,Javier,f,2011-03-31 17:17:58,1980-01-01 00:00:00,dcd7899f98fba2864e1162f0b6ca11c2,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
86173,Sebastian,f,2011-06-06 01:55:30,1980-01-01 00:00:00,8dd870bfd7324a01d51ffbc720b0b5d6,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-06-01 00:00:00
